tx_hash_prefix,tx_hash,fee,energy_usage,energy_fee,origin_energy_usage,energy_usage_total,net_usage,net_fee,result,energy_penalty_total,partition
26669,6c26669e7a35ff7bb72b3ae56f51a41db3d429b876177cd5069d9dbd9cfc71e6,0,0,0,0,0,268,0,0,0,500
4347e,ba4347eb1afb57190f9f39b13baaa89789bd563d97d19c5451402bc7ec11e2bc,1100000,0,0,0,0,0,100000,0,100000,500
9c8b9,7d9c8b922e23323c99124c8e92ffaa626735372dafb2794cf15d72b6024588c8,13395900,0,13395900,0,31895,348,0,1,0,500
f1f8a,e2f1f8a6f9cfd7eb7a8cf0d776fc7a53012c1d072237c19ae0c228a6a41fb7a5,13733900,0,13395900,0,31895,0,338000,1,338000,500
f9494,b7f9494725c1ddc25455b8336ab6691cacc0e0b6c499c1bcd405dc7d90a33c60,0,0,0,0,0,269,0,0,0,500
d90a5,54d90a5ab9e87d96249167ae06b1aca55557f84ec1eeeedd7872cd5d6df92681,0,0,0,0,0,265,0,0,0,500
689db,6a689db2563f8ac1f356d36ad59f682c9c9daee61a7d827638febd9fcce66264,0,0,0,0,0,265,0,0,0,500
c5326,28c5326d9dca495078e46adb55e705fe26356c33db96448ecb846ecf2bf18369,0,0,0,0,0,265,0,0,0,500
fd5ea,ccfd5ea37cf1e4360f8d5bc01eba6b8360b4eb205d5a1de8c1e0560926d50ba3,1000000,0,0,0,0,268,0,0,0,500
7188a,2f7188a13c4a0dfaf102ee3bef362b676fa38600acbbe303496fdc307dbeb82f,0,0,0,0,0,265,0,0,0,500
befda,75befda525e55b8697cb70b1aea6ae90620dde6f8ac510974949a49b46fe0cfc,20915580,0,20915580,0,49799,345,0,1,0,500
33f51,6f33f515f6e7776ceb5bde0e77d4989d6e11c5666db8eafe9e8de52f41d7cf4b,0,0,0,0,0,283,0,0,0,500
6f6ff,266f6ff50828f38609ceb4c780a04942c23d68074be9424a0048060cfcebf649,0,0,0,0,0,280,0,0,0,500
8135c,7a8135cb60835402b687d54f51b81bb0d9635094ff061fb46c90f2bf9a8c72d1,0,0,0,0,0,274,0,0,0,500
d0896,54d08963221df8de1c086425ae481dedc980ecacd73b2f1782029d01b422a4c7,0,64895,0,0,64895,345,0,1,0,500
88b9b,ba88b9b6e4006bed1c55e2bd20e71a38125fc20ed8b8007532752d25dae75fea,0,64895,0,0,64895,345,0,1,0,500
34c94,0e34c94739fc1716066aa394f3a8ca5c20024a0f3634bcf02757356270e38512,13395900,0,13395900,0,31895,345,0,1,0,500
933c2,68933c2d8cdedc535c5434694ef8042bd03c4058d32780eb9cd01ce7d8f539ae,268000,0,0,0,0,0,268000,0,268000,500
3952f,ed3952fdab1006959f01868ccdcd582b1479d9226dc3da91afca4ef241bc45d9,0,0,0,0,0,280,0,0,0,500
b9549,2ab954952295070bf77db8ae7970b13d83399db5a7454d5f900e2e3ee49ff7e6,0,0,0,0,0,265,0,0,0,500
d97a4,12d97a498b1c1e6a3c238e3e10df8bb8cc7246ba7c6cc634c77cb5ecc41055fd,13395900,0,13395900,0,31895,345,0,1,0,500
a5cb9,afa5cb985aa5eea218b756ac3ad4ab262f786aed704a82aa3cbb836b4080140b,0,31895,0,0,31895,345,0,1,0,500
08e70,1308e706a03ee4c55a64434cf719a46d974b424645517035e72570b5acc85b6b,13395900,0,13395900,0,31895,345,0,1,0,500
8c929,5c8c92965c4b2dda997b841c8d7de510f647b88a4689e47867dca9aa438685a5,13639260,242,13294260,0,31895,0,345000,1,345000,500
0d30d,c30d30d68548e3c41490a381b5cda01d396ea8dd2d63e3947b156cbfee6f6549,13395900,0,13395900,0,31895,348,0,1,0,500
c38ec,d4c38ec8fe6950b5adfb068ada05a08636d986f382465598d2f2ce2e1ee670e6,0,0,0,0,0,265,0,0,0,500
c6435,75c6435dffb8e60399d7e22cfc29652dff150550eb00cc6dda054927c15332bf,0,0,0,0,0,265,0,0,0,500
4e55e,7f4e55eeb7d5e22130f4f13af682c8b266d0f747a8c99273bc68d3872a276fd3,0,31895,0,0,31895,345,0,1,0,500
01acb,4301acbea5b5734ee3945d07cb920e18f3ec2325cc0ed6586b3b0a1f808a1059,13740900,0,13395900,0,31895,0,345000,1,345000,500
06af3,a306af39a5daf8ab5d842accc25a02e2a3c9ec7410b9b6e8e8872b4a3bfcf011,13395900,0,13395900,0,31895,345,0,1,0,500
49f53,7d49f53e0677801aafcff09bd09f5e6146f3322b0204a19d3d54c7447b55d1e4,378000,0,0,2264,2264,0,378000,1,378000,500
21fc8,9421fc854b8d66c1b44758ca229dfd069b02df1fe7a9f6d6c19efbd190625c90,13395900,0,13395900,0,31895,345,0,1,0,500
d74f7,bdd74f7b89e55a1911b9a69cbe6254eb5f2a1d37c07a349a0bdc0f3a0d46c4de,0,0,0,0,0,257,0,0,0,500
5ba3b,715ba3bca1a3b3bf0b7c886d78cb6bbb84746798577a8533ce0c25cf94d8deb5,0,0,0,0,0,268,0,0,0,500
7d72b,047d72b910e57f068aea35a707d35ec6388e4f6b126ab09d586b1cdda8082aec,0,31895,0,0,31895,346,0,1,0,500
22252,fd2225271aba483afe6058fea3abc437b4e94f0ac62478d6fdca84047a3e0f29,274000,0,0,0,0,0,274000,0,274000,500
e84e1,2be84e18bbc0809dd51d8a7e837f41ff4e8dc04d05bf9c94b76c0c748792d2c5,0,31895,0,0,31895,345,0,1,0,500
ea5ce,81ea5ce1f4df575e51c09d5527a60af8b3cb697fc1ee3a37b4b3ec2c684c94ce,268000,0,0,0,0,0,268000,0,268000,500
ab2d6,d8ab2d63088394bcc9c1b1269da215d147ab336d82277457997ec9cb3ca2277e,0,0,0,0,0,265,0,0,0,500
ce87b,07ce87bac424d0cdbf739c6142950c03f1c2626124b654ca96a9f8f5c48ae8c5,0,0,0,0,0,283,0,0,0,500
f449c,77f449c7f05512e98ef38842d7f51d3e8e8533083c314175519f30d24de18367,0,31895,0,0,31895,345,0,1,0,500
